ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP
11,1190017014,63668,นายมานพ สุขเจริญ,Pathumthani,2356.4136281645287,1875.347240618191,1662.2533661044645,2625.064552622542,1878.278947135094,2259.6673131067346,1388.02977636639,2703.251469399778,1801.6911430034406,2010.714548964774,2215.1829067841427,941.9742641665358,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b381c70>,302.4,317.4,403.2,302.4,100.8,,,,,,,,=R11/E11,=S11/F11,=T11/G11,=U11/H11,=V11/I11,=W11/J11,=X11/K11,=Y11/L11,=Z11/M11,=AA11/N11,=AB11/O11,=AC11/P11,,"=ROUND(AE11,4)","=ROUND(AF11,4)","=ROUND(AG11,4)","=ROUND(AH11,4)","=ROUND(AI11,4)","=ROUND(AJ11,4)","=ROUND(AK11,4)","=ROUND(AL11,4)","=ROUND(AM11,4)","=ROUND(AN11,4)","=ROUND(AO11,4)","=ROUND(AP11,4)",,"=IFERROR(VLOOKUP(AR11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB11,'WS WH'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC11,'WS WH'!$A$19:$B$28,2),0)"
12,1190021901,76043,นายธนรัตน์ บัวสอด,Chiangmai,5407.99539296909,4501.49800369308,4496.285969456883,4312.476783811861,2385.0438622476895,4254.039682565801,3862.259000387298,5231.692669675111,2895.2283656615436,4748.729714636179,4737.115942696826,4802.634612198587,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b382cc0>,4873.079999999999,4888.800000000001,6105.659999999999,4719.540000000001,4298.520000000001,,,,,,,,=R12/E12,=S12/F12,=T12/G12,=U12/H12,=V12/I12,=W12/J12,=X12/K12,=Y12/L12,=Z12/M12,=AA12/N12,=AB12/O12,=AC12/P12,,"=ROUND(AE12,4)","=ROUND(AF12,4)","=ROUND(AG12,4)","=ROUND(AH12,4)","=ROUND(AI12,4)","=ROUND(AJ12,4)","=ROUND(AK12,4)","=ROUND(AL12,4)","=ROUND(AM12,4)","=ROUND(AN12,4)","=ROUND(AO12,4)","=ROUND(AP12,4)",,"=IFERROR(VLOOKUP(AR12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB12,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC12,'Top WS'!$A$19:$B$28,2),0)"
13,1190021902,75835,นายอนุวัฒน์ บุญจง,Chiangmai,2304.695238157932,1918.3783009831748,1916.157117418393,1837.8241818104002,1016.4208422341513,1812.9203682552618,1645.9573797525418,2229.561289749217,1233.8433269368118,2023.7396605126196,2018.7902840910942,2046.7120100983814,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b383b60>,151.2,461.1,259.5,151.2,639.9599999999999,,,,,,,,=R13/E13,=S13/F13,=T13/G13,=U13/H13,=V13/I13,=W13/J13,=X13/K13,=Y13/L13,=Z13/M13,=AA13/N13,=AB13/O13,=AC13/P13,,"=ROUND(AE13,4)","=ROUND(AF13,4)","=ROUND(AG13,4)","=ROUND(AH13,4)","=ROUND(AI13,4)","=ROUND(AJ13,4)","=ROUND(AK13,4)","=ROUND(AL13,4)","=ROUND(AM13,4)","=ROUND(AN13,4)","=ROUND(AO13,4)","=ROUND(AP13,4)",,"=IFERROR(VLOOKUP(AR13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB13,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC13,'Top WS'!$A$19:$B$28,2),0)"
14,1190022001,100352,นายชาตรี ขุนทอง,Chiangrai,4031.2528841944472,3355.5274167163097,3351.6422381019743,3214.62634664314,1777.8704029807993,3171.0658929400147,2879.022928728713,3899.8324945443014,2158.1744900612534,3539.820019683287,3531.1628282056904,3580.0020572000317,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3de090>,5569.0199999999995,3174.0999999999995,3941.56,3601.6600000000008,5840.559999999999,,,,,,,,=R14/E14,=S14/F14,=T14/G14,=U14/H14,=V14/I14,=W14/J14,=X14/K14,=Y14/L14,=Z14/M14,=AA14/N14,=AB14/O14,=AC14/P14,,"=ROUND(AE14,4)","=ROUND(AF14,4)","=ROUND(AG14,4)","=ROUND(AH14,4)","=ROUND(AI14,4)","=ROUND(AJ14,4)","=ROUND(AK14,4)","=ROUND(AL14,4)","=ROUND(AM14,4)","=ROUND(AN14,4)","=ROUND(AO14,4)","=ROUND(AP14,4)",,"=IFERROR(VLOOKUP(AR14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB14,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC14,'Top WS'!$A$19:$B$28,2),0)"
15,1190022101,61276,นายพงษ์ศักดิ์ เวียงนาค,Phrae,5160.296949967795,4295.319195157511,4290.345883899306,4114.955575450962,2275.8034490741484,4059.195025854885,3685.358786657929,4992.0692908858855,2762.620346202077,4531.227133535867,4520.14529866704,4582.663064646546,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3aa480>,3659.6999999999985,3928.56,3633.660000000002,4533.36,3332.2200000000016,,,,,,,,=R15/E15,=S15/F15,=T15/G15,=U15/H15,=V15/I15,=W15/J15,=X15/K15,=Y15/L15,=Z15/M15,=AA15/N15,=AB15/O15,=AC15/P15,,"=ROUND(AE15,4)","=ROUND(AF15,4)","=ROUND(AG15,4)","=ROUND(AH15,4)","=ROUND(AI15,4)","=ROUND(AJ15,4)","=ROUND(AK15,4)","=ROUND(AL15,4)","=ROUND(AM15,4)","=ROUND(AN15,4)","=ROUND(AO15,4)","=ROUND(AP15,4)",,"=IFERROR(VLOOKUP(AR15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB15,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC15,'Top WS'!$A$19:$B$28,2),0)"
16,1190022201,61616,นายฐิติพงศ์ ก๋าเมืองลือ,Lampang,1417.655237740828,1369.2038092660569,2144.825183105263,1469.1479896479984,936.7905411119946,771.4474196112925,1413.5861567347215,1489.7870396995893,1963.0379404252446,1901.477359224615,1715.2644665843475,2007.7768568480533,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3a9280>,1236.7799999999997,992.5199999999998,1992.9600000000003,1637.4000000000005,1773.8600000000006,,,,,,,,=R16/E16,=S16/F16,=T16/G16,=U16/H16,=V16/I16,=W16/J16,=X16/K16,=Y16/L16,=Z16/M16,=AA16/N16,=AB16/O16,=AC16/P16,,"=ROUND(AE16,4)","=ROUND(AF16,4)","=ROUND(AG16,4)","=ROUND(AH16,4)","=ROUND(AI16,4)","=ROUND(AJ16,4)","=ROUND(AK16,4)","=ROUND(AL16,4)","=ROUND(AM16,4)","=ROUND(AN16,4)","=ROUND(AO16,4)","=ROUND(AP16,4)",,"=IFERROR(VLOOKUP(AR16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB16,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC16,'Top WS'!$A$19:$B$28,2),0)"
17,1190022301,64151,นายยุทธพร แผงไม้,P.Sanulok,2699,2732,2527,2052,2107,2341,2648,2919,3163,3455,2389,1756,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3aa000>,2815.8,1541.7600000000002,1961.5800000000006,2677.7400000000002,1848.8400000000004,,,,,,,,=R17/E17,=S17/F17,=T17/G17,=U17/H17,=V17/I17,=W17/J17,=X17/K17,=Y17/L17,=Z17/M17,=AA17/N17,=AB17/O17,=AC17/P17,,"=ROUND(AE17,4)","=ROUND(AF17,4)","=ROUND(AG17,4)","=ROUND(AH17,4)","=ROUND(AI17,4)","=ROUND(AJ17,4)","=ROUND(AK17,4)","=ROUND(AL17,4)","=ROUND(AM17,4)","=ROUND(AN17,4)","=ROUND(AO17,4)","=ROUND(AP17,4)",,"=IFERROR(VLOOKUP(AR17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB17,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC17,'Top WS'!$A$19:$B$28,2),0)"
18,1190022302,65589,นายไกรสร อิ่มเพ็ง,P.Sanulok,2648,2680,2480,2013,2068,2296,2598,2864,3103,3390,2344,1720,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3f69c0>,2900.2200000000003,3043.920000000001,1078.08,1189.44,2325.900000000002,,,,,,,,=R18/E18,=S18/F18,=T18/G18,=U18/H18,=V18/I18,=W18/J18,=X18/K18,=Y18/L18,=Z18/M18,=AA18/N18,=AB18/O18,=AC18/P18,,"=ROUND(AE18,4)","=ROUND(AF18,4)","=ROUND(AG18,4)","=ROUND(AH18,4)","=ROUND(AI18,4)","=ROUND(AJ18,4)","=ROUND(AK18,4)","=ROUND(AL18,4)","=ROUND(AM18,4)","=ROUND(AN18,4)","=ROUND(AO18,4)","=ROUND(AP18,4)",,"=IFERROR(VLOOKUP(AR18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB18,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC18,'Top WS'!$A$19:$B$28,2),0)"
19,1190022401,75673,นายพิเชษฐ เพชรสันทัด,N.Sawan,3782.590941728594,3828.756070292114,3542.625418476613,2875.6664152281382,2953.7532068799214,3280.693133755986,3711.5482617491716,4091.0764603390408,4432.8614159461185,4843.321609042183,3348.689186923944,2741.6342407900484,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3c4b90>,4933.32,1947.5399999999997,2993.28,3842.1000000000004,2690.64,,,,,,,,=R19/E19,=S19/F19,=T19/G19,=U19/H19,=V19/I19,=W19/J19,=X19/K19,=Y19/L19,=Z19/M19,=AA19/N19,=AB19/O19,=AC19/P19,,"=ROUND(AE19,4)","=ROUND(AF19,4)","=ROUND(AG19,4)","=ROUND(AH19,4)","=ROUND(AI19,4)","=ROUND(AJ19,4)","=ROUND(AK19,4)","=ROUND(AL19,4)","=ROUND(AM19,4)","=ROUND(AN19,4)","=ROUND(AO19,4)","=ROUND(AP19,4)",,"=IFERROR(VLOOKUP(AR19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB19,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC19,'Top WS'!$A$19:$B$28,2),0)"
20,1190022402,63074,นายวีรยุทธ ตันพงษ์,N.Sawan,439.52347250630294,444.88769452436384,411.6403411589561,334.14210208340086,343.2155066234074,381.2047510791816,431.26856842554594,475.36838104817394,515.0825644883176,562.7765637006,389.1056480742573,318.56804513563094,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3c6b70>,408.11999999999995,395.46,282.24,312.47999999999996,100.8,,,,,,,,=R20/E20,=S20/F20,=T20/G20,=U20/H20,=V20/I20,=W20/J20,=X20/K20,=Y20/L20,=Z20/M20,=AA20/N20,=AB20/O20,=AC20/P20,,"=ROUND(AE20,4)","=ROUND(AF20,4)","=ROUND(AG20,4)","=ROUND(AH20,4)","=ROUND(AI20,4)","=ROUND(AJ20,4)","=ROUND(AK20,4)","=ROUND(AL20,4)","=ROUND(AM20,4)","=ROUND(AN20,4)","=ROUND(AO20,4)","=ROUND(AP20,4)",,"=IFERROR(VLOOKUP(AR20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB20,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC20,'Top WS'!$A$19:$B$28,2),0)"
21,1190022510,60961,นายสิงหา แสนโดด,Kampeng.P,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3c71a0>,2307.3599999999997,1541.7599999999998,1894.3199999999997,1919.4000000000005,1417.74,,,,,,,,=R21/E21,=S21/F21,=T21/G21,=U21/H21,=V21/I21,=W21/J21,=X21/K21,=Y21/L21,=Z21/M21,=AA21/N21,=AB21/O21,=AC21/P21,,"=ROUND(AE21,4)","=ROUND(AF21,4)","=ROUND(AG21,4)","=ROUND(AH21,4)","=ROUND(AI21,4)","=ROUND(AJ21,4)","=ROUND(AK21,4)","=ROUND(AL21,4)","=ROUND(AM21,4)","=ROUND(AN21,4)","=ROUND(AO21,4)","=ROUND(AP21,4)",,"=IFERROR(VLOOKUP(AR21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB21,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC21,'Top WS'!$A$19:$B$28,2),0)"
22,1190027101,70526,นายสมฤกษ นิลสนธิ์,Tak,1445,1462,1353,1098,1128,1253,1418,1563,1693,1850,1279,1048,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b2124b0>,1169.2800000000002,778.5,1577.4,234.18,903.9,,,,,,,,=R22/E22,=S22/F22,=T22/G22,=U22/H22,=V22/I22,=W22/J22,=X22/K22,=Y22/L22,=Z22/M22,=AA22/N22,=AB22/O22,=AC22/P22,,"=ROUND(AE22,4)","=ROUND(AF22,4)","=ROUND(AG22,4)","=ROUND(AH22,4)","=ROUND(AI22,4)","=ROUND(AJ22,4)","=ROUND(AK22,4)","=ROUND(AL22,4)","=ROUND(AM22,4)","=ROUND(AN22,4)","=ROUND(AO22,4)","=ROUND(AP22,4)",,"=IFERROR(VLOOKUP(AR22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB22,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC22,'Top WS'!$A$19:$B$28,2),0)"
23,1190032602,66632,นายสิทธิชัย ใจเย็น,Rayong,29000,30300,24900,40500,29800,33650,27000,34850,26400,33600,29200,27800,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3c7a40>,27829.559999999994,26126.34000000001,24269.759999999984,33572.04000000004,31694.16,,,,,,,,=R23/E23,=S23/F23,=T23/G23,=U23/H23,=V23/I23,=W23/J23,=X23/K23,=Y23/L23,=Z23/M23,=AA23/N23,=AB23/O23,=AC23/P23,,"=ROUND(AE23,4)","=ROUND(AF23,4)","=ROUND(AG23,4)","=ROUND(AH23,4)","=ROUND(AI23,4)","=ROUND(AJ23,4)","=ROUND(AK23,4)","=ROUND(AL23,4)","=ROUND(AM23,4)","=ROUND(AN23,4)","=ROUND(AO23,4)","=ROUND(AP23,4)",,"=IFERROR(VLOOKUP(AR23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB23,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC23,'Top WS'!$A$19:$B$28,2),0)"
24,1190032701,70330,นายสุรวรรณ ทวีสิน,Chachoengsao,6178,6521,4665,5274,4130,6498,4725,6842,5606,6109,5595,5503,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3de270>,3245.7599999999993,5201.280000000001,5433.119999999999,4455.359999999999,5019.839999999998,,,,,,,,=R24/E24,=S24/F24,=T24/G24,=U24/H24,=V24/I24,=W24/J24,=X24/K24,=Y24/L24,=Z24/M24,=AA24/N24,=AB24/O24,=AC24/P24,,"=ROUND(AE24,4)","=ROUND(AF24,4)","=ROUND(AG24,4)","=ROUND(AH24,4)","=ROUND(AI24,4)","=ROUND(AJ24,4)","=ROUND(AK24,4)","=ROUND(AL24,4)","=ROUND(AM24,4)","=ROUND(AN24,4)","=ROUND(AO24,4)","=ROUND(AP24,4)",,"=IFERROR(VLOOKUP(AR24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB24,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC24,'Top WS'!$A$19:$B$28,2),0)"
