Salesman Code,Sales Office,April,May,June,July,August,September
1190033301,Nakornpathom,57.6,249.98399999999998,81.215999999999994,187.20000000000005,73.152000000000001,123.26400000000001
1190033302,Nakornpathom,147.45599999999996,196.99200000000002,124.416,278.20800000000003,143.42400000000004,173.37599999999998
1190037301,Chonburi,107.42400000000002,171.93599999999995,130.17600000000002,49.536000000000008,20.736000000000001,14.975999999999999
1190037302,Chonburi,,,,158.39999999999998,40.031999999999996,212.83199999999994
1190037401,Sa Kaeo,40.32,5.76,2.88,25.92,31.679999999999993,28.799999999999997
1190043401,Korat,182.59200000000001,138.24,139.39200000000002,177.98400000000001,230.40000000000003,167.328
1190043402,Korat,144,40.32,158.976,40.32,88.703999999999994,69.12
1190043501,Ubolratchathani,466.55999999999983,277.05600000000004,202.464,151.48800000000003,228.096,262.36799999999999
1190043502,Ubolratchathani,212.54399999999995,277.91999999999996,252.86400000000006,41.759999999999991,228.67200000000005,184.31999999999996
1190043601,Roi-et,138.816,112.32000000000001,79.488,35.712000000000003,145.15200000000002,112.32000000000002
1190043602,Roi-et,184.89599999999999,219.45599999999999,304.70400000000006,156.09599999999998,139.96799999999999,131.328
1190043701,Surin,134.78400000000002,199.87199999999999,277.05599999999993,203.32799999999997,479.80799999999994,244.80000000000004
1190043702,Surin,154.36799999999999,106.56,100.80000000000001,174.52799999999999,37.44,168.768
1190043801,Khonkaen,86.4,330.04800000000006,92.73599999999999,179.71199999999999,218.88000000000005,291.45600000000002
1190043802,Khonkaen,55.871999999999993,23.04,,11.52,17.855999999999998,20.736000000000001
1190043811,Khonkaen,,,0.28800000000000003,,,
1190043901,Udonthani,281.08800000000008,208.51200000000006,130.17599999999999,45.504000000000005,177.98400000000001,173.37599999999998
1190043902,Udonthani,268.99199999999996,236.16,214.27200000000002,344.44799999999998,176.25599999999994,51.839999999999996
1190044001,S.Nakon,179.71200000000002,129.60000000000002,69.11999999999999,218.88000000000002,434.30400000000003,179.71199999999999
1190044002,S.Nakon,110.592,74.88,105.98400000000001,78.335999999999999,17.28,245.37599999999995
1190044012,S.Nakon,,0.48,,,,
1190044013,S.Nakon,,,,,,3.456
1190044101,Chumphae,542.5920000000001,375.55200000000002,114.048,205.63200000000001,260.928,155.52000000000001
1190054201,Hat-yai,203.90400000000005,127.29600000000001,179.13600000000002,115.2,138.24,254.59200000000004
1190054202,Hat-yai,152.06399999999999,61.632000000000005,87.552000000000021,118.08000000000001,153.21599999999998,179.71199999999996
1190054301,Suratthani,60.48,72.575999999999993,52.415999999999997,110.592,40.32,221.75999999999996
1190054401,N.Thamarat,279.93599999999998,183.16800000000001,275.90400000000005,292.03199999999998,361.15200000000004,317.95199999999994
1190054501,Trang,52.415999999999997,65.664000000000001,59.904000000000003,41.472000000000008,17.28,66.239999999999995
1190054601,Phuket,1077.1199999999999,896.25600000000009,1014.9119999999999,1001.6640000000001,1009.7280000000001,1145.0879999999997
